11,"Firebrand, volcanic fire: the Special “fire” or “light” of the Sacred Magic of Light, Life, and Love; hence “Odic Force”, &c. (cf. 9 & 207)",אוד
11,Where?; island,אי
11,When,בבוא
11,"To tear, cut, attack",גדד
11,"Gold, golden (Ch.)",דהב
11,"Proud, haughty, arrogant",זד
11,To conceal,חבא
11,A circularity of form or motion; a feast,חג
11,Island,אי 
11,Betray,בגד ב
11,"Height, altitude",גוב
12,"Vau: a hook, nail",וו
12,"HE, the most holy name of God in Kether (Heh is referred to Mater; Vau to Pater; Aleph to Corona)",הוא
12,"He longed for, missed",אוה
12,"He departed, went forth",אזד
12,"A little book, pamphlet, letter; tools",גט
12,To multiply,דגה
12,"This, that; who, which; here, there",זה
12,"To penetrate, be sharp; one (Ch.); sleep",חד
12,"Please, pray",בי
13,"A small bundle, bunch; legend, tale",אגדה
13,Beloved; love,אהבה
13,Unity,אחד
13,Hated,איב
13,Emptiness,בהו
13,Raised up,גהה
13,Anxiety,דאגה
13,A fisher,דוג
13,Thunder; to meditate; he remembers,הגה
13,"Here; this; glory, splendour",זו
13,A locust,חגב
13,He shall come (cf. 345 & 358),יבא
13,Achad: unity,אחד
13,Achad: unity (spelt in full),א׃ח׃ד׃
13,Wheat,חה
13,To make high,גבח
13,My father,אבי
13,With what,בוה
14,"A thorn, spine (as of Christ’s crown of thorns, Matt. 27:29)",אטד
14,Sacrifice; altar (Ar.),דבח
14,"Love, beloved; David",דוד
14,"Give, give! (see 17, יהב)",הב הב
14,"To grind, direct, stretch out",הדה
14,Gold,זהב
14,Hand (cf. 20),יד
14,"Sufficiency, plenty",די
14,Valley,גיא
14,Despise,בזה
14,Loves; likes,אוהב
14,Property (land),אחה
14,Celebrate,חגג
15,The Mystic Number of Geburah, 
15,Hod: splendour,הוד
15,The Monogram of the Eternal: the divine name of Chokmah,יה
15,Spring,אביב
15,"Steam, vapour",איד
15,Pride; a carrying out; exaltation,גאוה
15,"Overflowing, abounding",זוב
15,He who impels; to force,זח
15,To hide,חבה
15,Lamentation,הי
15,Meadow,אחו
15,Contempt,בוז
15,The (definite article),ה ה ה
16,Hyssop,אזוב
16,"He seized, cleaved to",אחז
16,"Injury, war, lust; fell",הוה
16,She,היא
16,Alas! – Woe,וי
16,"Like, equal to",זוג
16,"Hook, brooch, ring",חח
16,To carry off,בזז
16,Where,איה
16,Red,אדוה
16,Isolate,בודד
17,"Capricorn: a kid, young goat",גדי
17,Nuts,אגוז
17,Ah! – Alas!,אוי
17,"Nerve, sinew (Gn. 32:25, 32)",גיד
17,"Narrative, subtle discourse",הגדה
17,That [one] (ref. to הוא),ההוא
17,"To dream, rave",הזה
17,A fly,זבוב
17,Sacrificed,זבח
17,"To seethe, boil",זוד
17,"To brighten, make joyful",חדה
17,"A circle, orbit",חוג
17,Good,טוב
17,"To give, place",יהב
17,Ah! Alas!,אוי
17,Troops,גדוד
17,Delay,דחה
17,Embarrass,הבי
17,Identical,זהה
18,"My favourite, my beloved",אהבי
18,Hatred,איבה
18,The Antique Serpent,חטא
18,Living,חי
18,"(Notariqon of Yehi Aur, 232)",יאוא
18,"Bring, fetch",הביא
18,Discount,החה
19,An enemy,אויב
19,Was black,דיה
19,"Eve: to manifest, show forth",חוה
19,Nation; gentile,גוי
19,To throw,ידה
19,Guard,טבח
19,To trust,בטח
19,Exclamation of dismay,אבוי
19,Job,איוב
20,Yod: a hand,יוד
20,A name of God,יי
20,Fraternity,אחוה
20,Black liquid,דיו
20,It was,היה
20,The breast; a vision; a prophet; to gaze,חזה
20,Sin,הטאה
20,Golden,זהוב
20,Name of God,יי
20,Thank; admit,הודה
20,"Like, as",כ
21,The Mystic Number of Tiphareth, 
21,"Existence, being: the divine name of Kether",אהיה
21,"But, howbeit; certainly",אך
21,Deep meditation,הגיג
21,"Purity, innocence",זחו
21,Part of יהוה (see Sepher Yetzirah),יהו
21,To do good,יטב
21,The next; the following; the f,הבא הבאה
22,With his hand,בידו
22,By Yodh,ביוד
22,Hearer in secret,האאיה
22,The state of puberty,זווג
22,A magical vision (Ch.),חזוא
22,"(Notariqon of “Yehovah Elohim Yehovah Achad”, 151)",יאיא
22,Percent,אחוז
22,Annihilate,האביד
22,Tell,הגיד
22,"Admit, confess; thank (le repl",הודה ב
22,"Present, present tense",הווה
23,"Parted, removed, separated",זחח
23,Joy,חדוה
23,A thread,חוט
23,Life; Chiah: the Soul in Chokmah,חיה
23,Lesser (Ar.),זוטא
23,"Which, m. s.",איזה
23,Distress,הדאיג
23,Import,ייבא
23,Ache,כאב
24,"The number of Enochian Seniors, and of Elders in Revelation", 
24,He whom I love,אהובי
24,He who loves me,אוהבי
24,"A Mercurial God (whose essence is אז, 8)",אזבוגה
24,Substance; a body,גויה
24,A pauper; oppressed,דך
24,Abundance,זיז
24,"Bucket, pail, vessel",כד
24,"Which, f. s.",איזו
24,Safety,בטחה
25,To break,דכא
25,Beast,חיוא
25,Let there be,יהי
25,Will be separated,יזח
25,"Thus, so; here, there",כה
25,Sure,בטוח
26,The number of the Sephiroth of the Middle Pillar: 1 + 6 + 9 + 10., 
26,The Pillar of Mercy: the paths Vau and Kaph (cf. 48 & 463),ו כ
26,"Seeing, looking at",חוזה
26,"Sight, vision",חזוה
26,TETRAGRAMMATON: “Yehovah”: the Unutterable Name: the Lost Word.,יהוה
26,"Kebad, husband of the impure Lilith; to honour; heavy; liver",כבד
26,Look at,הביט
26,Hide (tr),החביא
26,Well,היטב
27,"Wept, mourned",בכה
27,"Pure, clear, transparent, innocent",זך
27,"A parable, enigma, riddle",חידה
27,Depose,הדיח
27,Identify,זיהה
28,The Mystic Number of Netzach, 
28,The God HADIT (cf. 419),הדיט
28,"Mire, clay",טיט
28,"Union, unity",יחוד
28,"Power, strength",כח
28,Palate,חך
28,One beloved,ידיד
28,Disinfect,חיטא
29,"Is broken, crushed; he croucheth (Ps. 10:10)",דכה
29,"To break down, overturn",הדך
29,To lie,כזב
29,Hurt (intransitive),כואב
30,"A party to an action at law; defendant, plaintiff (note Lamed = 30 = Libra = VIII, “Justice”)",חייב
30,It will be,יהיה
30,For,כי
30,"Hit, smite",הכה
30,Judah,יהודה
30,Dark,כהה
30,To; for,ל
31,How?,איך
31,To; divine name of Chesed,אל
31,To go,הוך
31,"A beating, striking, collision",הכאה
31,And there was (Gn 1:3; see S.D. 1:31),ויהי
31,"Not, no",לא
31,And there was (Gn 1:3 see S.D. 1:31),ויהי
31,"How much, How many?",כוה
32,"(Coalescence of אהיה and יהוה: Macroprosopus and Microprosopus. This is symbolised by the Hexagram. Suppose the 3 Hehs conceal the 3 Mothers: Aleph, Mem and Shin; and we get 358 q.v.)",אהיהוה
32,Lord; not,בל
32,The bond of matrimony,זיווג
32,Was pure,זכה
32,"Zig-zag, fork-lightning",חזיז
32,Glory,כבוד
32,"Mind, heart, centre",לב
32,Weep,בכי
33,"Sorrow; wept, mourned",אבל
33,"Spring, fountain; ruins; wave; dung; oil vessel",גל
34,God the Father: divine name attributed to Jupiter,אל אב
34,"To ransom, avenge, pollute",גאל
34,To reveal,גלא
34,Wretched; a pauper,דל
34,"A common person; uneducated, ignorant",הדיוט
34,Heart,לבב
34,Babylon,בבל
34,In order (to),כדי
35,"Agla, a name of God (notariqon of Ateh Gibor Le-Olahm Adonai, 858)",אגלא
35,"Boundary, limit",גבל
35,He will go,יהך
35,Judean,יהודי
35,Worthwhile,כדאי
36,The Mystic Number of Hod, 
36,"A tent, tabernacle",אהל
36,"How? (La. 1:1, 2:1 & 4:1-2)",איכה
36,To curse; Goddess; a name of God attributed to Mercury,אלה
36,"To remove, cast away",הלא
36,Confession,וידוי
36,"Perhaps, possibly; would that!; not, no",לו
36,"To separate, divide",בדל
36,Honour,כיבד
37,God (Ch.),אלהא
37,Behold!,אלו
37,"Perished, grew old",בלה
37,To grow great,גדל
37,"Standard, banner",דגל
37,"Tenuity, breath, vanity; in vain; Abel (I.Z.Q.: “The Supernal Breathers”)",הבל
37,Profession,זל
37,Yechidah: the Soul in Kether,יחידה
37,Flame,להב
37,"To stray, turn aside",לז
37,To terrify,בהל
38,He departed,אזל
38,Innocent,זכאי
38,The palate,חיך
38,"To make a hole, hollow; to violate; bulwark, wall, rampart; profane",חל
38,"Moist, fresh, green",לח
38,To rebuke,יכח
38,To exile,גלה
38,Stamp,בול
38,Care,דאג ל
39,"To abide, dwell",זבל
39,Dew,טל
39,The Eternal is One,יהוה אחד
39,He cursed; laudanum,לט
39,Redemption,גאלה
39,Deceive,כיזב
40,Liberator: a title of Yesod,גואל
40,To cut off,גזל
40,A rope; ruin; to bind,חבל
40,Milk,חלב
40,The Hand of the Eternal,יד יהוה
40,"To me, to mine",לי
40,Disappoint,איכזב
40,Slowly,לאט
40,Teach,לוד
41,Fecundity,אחלב
41,"Ram; force (hence “a hero”); hart, a title of Malkuth",איל
41,My God,אלי
41,Mother,אם
41,"To fail, cease",בטל
41,Divine Majesty,גאואל
41,Terminus,גבול
41,To burn,גחל
41,Terror,הול
41,To go round in a circle,חגל
41,A name of God (see I.R.Q. 778 & no. 86),יה יהוה
41,Further,הלאה
41,Why? For what purpose?,לוה
42,"The number of letters of a great name of God terrible and strong, and of the Assessors of the Dead", 
42,"Eloah, a name of God",אלוה
42,"The Supernal Mother, unfertilized (cf. 52)",אמא
42,"Terror, calamity",בלהה
42,"Loss, destruction",בלי
42,To cease,חדל
42,My glory,כבודי
42,The Earth (our world),חלד
42,The greater,הגדל
42,Panic,בהלה
43,Great,גדול
43,To rejoice,גיל
43,To make faint,חלה
43,Lion (cf. 340),לביא
43,"Hazel, almond",לוז
43,"Together, also",גם
43,Magus,מג
43,One beloved by God,ידידיה
43,Age,גיל 
43,Begin,החל
43,Cheap,זול
44,"Aries: a ram, lamb",טלה
44,Aquarius: a bucket,דלי
44,Drops,אגלי
44,"A pool, pond; sorrow",אגם
44,"Captive, captivity",גולה
44,Blood,דם
44,Sand; horror (see the Scorpion Pentacle in the Key of Solomon; see also Liber 418 10th Ayre),חול
44,Garment,מד
44,Sand; horror (see the Scorpion Pentacle in the Key of Solomon),חול
44,Tablet,לוח
44,To bear child,ילד
45,The Mystic Number of Yesod, 
45,Adam: Man; red,אדם
45,The Fool,אמד
45,"Redemption, liberation",גאולה
45,To grow warm; they (masc.),הם
45,Hesitated (see 405),זחל
45,She who ruins,חבלה
45,יהוה in Yetzirah,יוד הא ואו הא
45,"Greatly, strongly, very",מאד
45,"What, which, why, how; anything, something; Yetzitah’s “Secret Nature” (see S.D. 1:38-39)",מה
45,יהוהin Yetzirah,יוד הא ואו הא
45,"What, which, why, how; anything, something; Yetzirah’s “Secret Nature” (see S.D. 1:38-39)",מה
45,This is how,ככה
45,Be ill,חלה ב
46,"A female slave; an ell, cubit",אמה
46,"Tin, the metal of Jupiter",בדיל
46,"A dividing, sundering, separation",הבדלה
46,A ruiner,חובל
46,Hundred,מאה
47,"Foolish, silly, stupid",אויל
47,A weeping,בכייה
47,Cloud; high place; waves; fortress,במה
47,"To clutch, hold",חלט
47,That it was good,כי טוב
47,AUM (cf. 111),אום
47,Perhaps,אולי
47,Grow (cultivate),גידל
47,"Wipe out, annihilate",הכחיד
48,The Pillar of Severity: the paths Cheth and Mem (cf. 26 & 463),ח מ
48,Planet; star: the Sphere of Mercury,כוכב
48,"Greatness, magnificence, glory: a title of Chesed",גדולה
48,A woman; strength; an army,חיל
48,"To grow warm; heat, fire; black",חם
48,Jubilee,יובל
48,"From that time, of old (see Ps. 93:2, & Prov. 8:22)",מאז
48,Fat; marrow,מח
48,To measure,מדד
48,To hope,יחל
48,Discover,גילה
48,Sickness,חלי
48,"League, association (sports)",ליגה
49,The Living God,אל חי
49,Resembled; meditated; silent,דמה
49,"Drooping, being sick",חולה
49,Strength,חילא
49,"Heat, fury (Ch.)",חמא
49,"A bringing forth, birth, nativity",לידה
49,A measuring; a measure,מדה
49,"To dissolve, melt: “solve”",מוג
49,The Rod of Aaron,מט
49,"Prove; reprove, scold",הוכיח
49,Entrance,מבוא
50,"The Number of Gates of Understanding (the number of permutations of the lower seven sephiroth with each other, plus one for unity)", 
50,"Closed, shut up",אטם
50,Great fish (Jonah’s Whale),דג גדול
50,To ferment; they (masc.),המה
50,"Pains, sorrows",חבלי
50,"Unclean, impure",טמא
50,The sea,ים
50,All; every,כל
50,To thee,לך
50,"Who? Which?; whoever, everyone; waters (see I.R.Q. 996, “mercury”)",מי
50,"Red earth, the soil",אדמה
50,Goddess NU (spelt in full),נ
50,Became,היה ל
51,Edom,אדום
51,Ate; devoured,אכל
51,Where?; pain; Heliopolis (cf. 57),אן
51,"Tumultuously; to harass, perturb",הום
51,"Failure; please, I pray thee; raw; now; Thebes (Na 3:8; for “NA”, see Dr. Dee’s Mysteriorum Liber Primus)",נא
51,"Failure; please, I pray thee; raw; now; Thebes",נא
51,"Differentiate, distinguish",הבדיל
51,Escourt,ליוה
51,May,מאי
52,Father and Mother,אבא ואמא
52,"Supernal Mother, a title of Binah (cf. 42)",אימא
52,"Elihu (Eli Hua, “He is my God”, who is the Holy Guardian Angel of Job in the allegory)",אליהו
52,"Please, I beseech you",אנא
52,"Beast, cattle, brute animal",בהמה
52,"From all, among all",בכל
52,The Son: Assiah’s “Secret Nature” (see S.D. 1:38-39),בן
52,Meditation (cf. 827); imagination; sin,זמה
52,A desirable one; to desire,חמד
52,Brother-in-law,יבם
52,יהוה in Assiah,יוד הה וו הה
52,A dog,כלב
52,Ice cream,גלידה
52,Frighten,הבהיל
52,Enthuse,הלהיב
52,Damage,חיבל ב
52,Say,להגיד
53,"A stone, rock",אבן
53,Elihu (see 52),אליהוא
53,Garden,גן
53,"To defend, hide; a wall; the sun; fury",חמה
53,The spleen,טחול
53,A lover,מאהבה
53,To prophecy,נבא
53,To blot out,מחה
54,"A basin, bowl, vessel (Ex. 24:6)",אגן
54,Rest,דמי
54,"To judge, rule",דן
54,Pertaining to summer,חום
54,My flame; enchantments,להטי
54,"Tribe; branch, rod, staff, stick, sceptre, spear; a bed",מטה
54,"To remove; a heap, wall",נד
54,To catch,לכד
54,Impose; throw,הטיל
54,"Son, slave born in the househo",יליד
54,Immediately,מיד
55,The Sum of the Sephiroth; the Mystic Number of Malkuth., 
55,Thief; stole,גנב
55,"Robbery, pillage",גזילה
55,Silence,דומה
55,A footstool,הדום
55,"To swell, heave (see 51)",הים
55,To walk,הלך
55,"Knuckle; member, limb",חוליא
55,Bride: a title of Malkuth,כלה
55,Noon; midday,נגב
55,"Ornament; splendour, eminence",נה
55,"Lo!; whether, if; they (fem.)",הן
55,To shake,מוט
55,Uncleanness,טמאה
55,Everything,הכל
55,"Trip, tour",טיול
56,"Dread, terror",אימה
56,He suffered,אנה
56,Day,יום
56,Beautiful,נאה
56,Food,אכלה
56,The Goddess NU,נו
56,The Goddess NU (spelt in full),נ׃ו׃
56,To hold,כול
56,July,יולי
56,Donate,נדב
57,Pisces: fishes,דגים
57,Rim,אבדן
57,Consuming,אוכל
57,"Formidable, terrible",איום
57,We,אנו
57,"A breaking down, subversion, destruction",ביטול
57,To build; built,בנה
57,Altar,מזבח
57,"Laying-by, making secret",מחבוא
57,"Strength; wealth; trouble, sorrow; Heliopolis (cf. 51)",און
57,Better,מוטב
57,"Species, kind",זן
57,To tell,נגד
57,Dog,כלבה
58,"Loves, amours (see 499)",אהבים
58,An ear,אזן
58,"My strength, power, might",חילי
58,"Grace, love, kindness, charm (notariqon of Chokmah Nesethrah: the Secret Wisdom, 788)",חן
58,"Resting, at rest (grammatical: silent, mute)",נח
58,Battering ram,מחי
58,To flee,נדד
58,Inaugurate,חנ
58,"Drive, lead; conduct, behave;",נהג
59,Brethren (referred to Lilith & Samael),אחים
59,A wall,חומה
59,Menstruation (lit. “impurity”),נדה
59,Wall,חומה
59,Imagine; compare,דימה
59,Go for a walk,טייל
59,"Trust, confidence",מבטח
59,Kitchen,מטבח
60,Tried by fire; a watch-tower,בחן
60,"Excellence, sublimity, glory, pride",גאון
60,"Constitution, tradition; practice",הלכה
60,Behold!; they (fem.),הנה
60,A basket,טנא
60,Vision,מחזה
60,The Southern district,נגבה
60,"Utensil, instrument, tool",כלי
60,Lament,ני
60,To sway,נוד
60,Could,יכל
60,"To, to the",ל ל
60,"Yoke, oppression",מוטה
60,Bark,נבח
60,Drive,נהג ב
61,"Adon: master, lord",אדון
61,Nothing; not,אין
61,"Towards, to thee",אליך
61,"I, myself; a ship, fleet",אני
61,The belly,בטן
61,Wealth,הון
61,"Dwelling, habitation (as body is of soul)",נוה
61,To look,נבט
61,Freewill off.,נדבה
61,Disgrace,כלוה
61,Region,מחוז
61,Hidden,נחבא
62,Healing,אסא
62,The sons,בני
62,To commit; healing,זנה
62,Between,בין
62,To mix,בלל
62,Belt buckle,אבנט
62,Decide,החליט
62,Be scattered,נדח
62,Complicate,סב
63,"Abaddon: destruction, ruin (hell, as development of שאול, 337; cf. 451)",אבדון
63,"Dregs, roll; faeces (globular); dung",גלל
63,Fed,זון
63,The nose,חוטם
63,Fervour,חימה
63,יהוה in Briah,יוד הי ואו הי
63,Briah’s “Secret Nature” (see S.D. 1:38-39),סג
63,"Beaver, builder",בונה
63,Prophet,נביא
63,To lead,נחה
63,To camp,חנה
63,Blue,כחלה
64,"Shine, glow: the Sphere of Venus (see S.B. 75)",נוגה
64,Justice: a title of Geburah,דין
64,"A sigh, groan, deep breath",אנחה
64,The golden waters (I.R.Q. 996; cf. 97),מי זהב
64,Prophecy,נבואה
64,Serenity,גונה
64,Stocks,סד
64,The golden waters (I.R.Q. 996 cf. 97),מי זהב
64,To circle round,סבב
64,To give rest,נוח
64,To stretch out,נטה
64,Confuse,בלבל
64,Moved; budged,זז לזוז
64,Experience,חויה חוויה
64,In order to,כדי ל
65,Adonai: My Lord (referred to Malkuth; cf. 155 & 361),אדני
65,Weasels and other terrible animals,אוחים
65,"Palace, temple, mansion",היכל
65,"Shone, gloried, praised",הלל
65,Silence!,הס
65,Defective,חזן
65,A door post,מזוזה
65,"A beating, striking",מכה
65,"A lament, wailing",נהי
65,"Silence, quietness",דומיה
65,Adonai: My Lord (spelt in full),א׃ד׃נ׃י׃
65,Kidney,כליה
65,Because,בגלל
65,Contain,הכיל
65,Abandon,זנח
66,"The Mystic Number of the Qliphoth, and of the Great Work", 
66,"Food, victuals",אכילה
66,"Thy God (Deut. 4:24, 28:58)",אלהיך
66,A ship,אניה
66,"A trial, an experiment",בחון
66,A wheel (the cognomen of Shekinah),גלגל
66,Miry,יון
66,Noble,נדיב
66,Like,כמו
66,Feed,האכיל
66,"Can, be able, may",יכול
67,Binah: understanding,בינה
67,Zayin: a sword,זין
67,"A ship, fleet",אוני
67,Debased,זלל
67,To embalm,חנט
67,Ruler,נגיד
67,Month of Elul,אלול
67,Bathtub,אמבטיה
67,If not (past),לולא
68,Wise (“he will understand that?”),ויבן
68,To be wise,חכם
68,To pity,חס
68,Lulav: a palm branch,לולב
68,Life,חיים
68,Boss,בוס
68,Hurt,הכאיב ל
68,"Educate, bring up",חינ
69,"A manger, stable; an enclosure",אבוס
69,Myrtle,הדס
69,Nations; gentiles,גויים
69,"Transgression, error, sin",סט
69,Idols,גלול
70,"Hush, be silent",הסה
70,Wine,יין
70,Night,ליל
70,The Secret (Ps. 25:14; see 353),סוד
70,Adam and Eve,אדם וחוה
70,"Honest; so, thus, just so, such, so much",כן
70,The Secret (Ps. 25:14 see 353),סוד
70,A secret (spelt in full),ס׃ו׃ד׃
70,To wail,ילל
70,Cheese,גבינה
70,Bra,חזיה חזייה
70,Luck,מל
70,"Drag, tow",סחב
71,Thy terror,אימך
71,"Nothing; an apparition, image; idol",אליל
71,Silence; silent,אלם
71,"Lead, the metal of Saturn; a plummet-line, level, water-level",אנך
71,"A dove, pigeon",יונה
71,A dove,ינוה
71,"Plentitude, fulness; to fill",מלא
71,"Shame, disgrace",כליוה
72,"The number of triliteral names in the Shem ha-Mephorasch (72×3 = 216); which, by the addition of -YH or -AL, give 72 angels", 
72,"Chesed: mercy, kindness",חסד
72,"Adonai, as transliterated in the Lemegeton, etc. (cf. 65)",אדונאי
72,"In, so, thus, then",בכן
72,In the secret,בסוד
72,"And they are excellent, finished",ויכלו
72,יהוה in Atziluth,יוד הי ויו הי
72,"Atziluth’s “Secret Nature” (see S.D. 1:38-39): thickness, cloud; Aub",עב
72,Revolving; transmigration,גלגול
72,Biology,ביולוגיה
73,Chokmah: wisdom,חכמה
73,Gimel: a camel,גמל
73,"To trust in, shelter in",חסה
73,A day of feast,יום טוב
73,A title of Chokmah,כחמה
73,Lead,הנהיג
73,"Lay to rest, put down",הניח
73,"If (past, wish)",לו אלו
74,Lamed: an ox-goad,למד
74,"A leader, chief, judge",דיין
74,Worn-out; beggars,דכים
74,A circuit; roundabout,סביב
74,"All the way, duration; eternity; booty; witness, proof; ruler",עד
74,Knowledge (cf. 474),דע
74,To lay found.,יסד
74,Pauper - female,אביונה
74,Zoology,זואולוגיה
74,Grandchild,נכד
75,"NUIT, THE STAR GODDESS (cf. 466)",נויט
75,"Hues, colours, complexions",גווני
75,"Brightness; Lucifer, the Herald Star",הילל
75,"A lamenting, wailing",יללה
75,The Pleiades,כימה
75,Night; by night,לילה
75,Priest,כהן
75,Unto them,להם
75,To strike down,נכה
75,Speaking,מלה
75,"Exam, quiz, test",בחינה
75,Why; what for,למה
75,"Torment, torture",עה
76,"Secret, put away; a hiding-place",חביון
76,"Rest, peace",ניחח
76,"Slave, servant",עבד
76,Goddess,אלילה
76,To circumcise,מול
76,Camouflage,הסוה
76,June,יוני
77,Prayed,בעה
77,Overflowing (Ps. 124:5),זידון
77,"Towers, citadels",מגדל
77,"The Influence through the Paths (cf. 78); destiny, fate, luck; constellation, planet (cf. 483 & 536); soul-root",מזל
77,Goat; strength; violence; glory,עז
77,Defeat,הביס
77,Land fill; fortified building,מלוא
78,The Mystic Number of Kether as Hua; the number of Tarot cards; the sum of the Key-Numbers of the Supernal Beard, 
78,Aiwass: the Angel of Ra-Hoor-Khuit (“incorrect” – cf. 93),איואס
78,The breaker; dream (n. & v.),חלם
78,To initiate,חנך
78,"Bread (Ps. 78:20) (= חלם, by metathesis)",לחם
78,The Influence through the Paths (cf. 77),מזלא
78,Salt,מלח
78,The name of a Giant,עזא
78,Palace of Love (referred to Chesed),היכל אהבה
78,"Before (in front of), over against",נכח
78,Love,אהבע
79,"Jachin, the Pillar of Mercy (Chokmah-Chesed-Netzach; situate in Netzach)",יאחין
79,"Boaz, the Pillar of Severity (Binah-Geburah-Hod; situate in Hod)",בעז
79,Die,גוע
79,"Conjunction, meeting, union",עדה
79,Writing instrument,עט
79,To forsake,עזב
79,To escape,מלט
79,"Congratulate, wish",איחל ל
79,Bring in,בואע
79,"Reward, payoff",גמול
80,Yesod: the foundation,יסוד
80,"Water (alternative spelling of Mem, 90)",מם
80,Union; an assembling,ועד
80,"To make perfect; general, universal, collective",כלל
80,"Throne (Ex. 17:16, i.e. there “because a hand is on the throne of Yah”)",כס
80,Ruins,עי
80,Crowd,סך
80,Shovel,יע
80,To duplicate,עוד
80,Hill,גבעה
80,Very slowly,לאט לאט
80,Learns; studies,לומד
80,To whom? for whom?,למי
80,Fork,מזלג
81,Gods,אלים
81,I (Ex. 23:20),אנכי
81,"Also, yea; anger; nose",אף
81,Throne,כסא
81,"Here, hither",פא
81,Service,עבדה
81,"Near, beside",עוה
81,Drown,טבע
81,Borrow,לוה מ
81,Fill,מילא
82,A prayer (Ch.),בעי
82,"Kindly, righteous, holy",חסיד
82,White,לבן
82,The beloved thing,ניחוח
82,Lyre,נבל
82,To wash,כבס
82,Tahini sauce,טחינה
82,"Be wiped out, disappear; be de",נכחד
82,Works,עובד
83,"(Notariqon of the four worlds: Atziluth, Briah, Yetzirah, Assiah)",אביע
83,The drops of dew (Job. 38:28),אגלי טל
83,"(cf. Gimel, 73)",גימל
83,"A flowing, wave",גלים
83,"Person, self; back, top; wing (Ch.)",גף
83,Consecration; dedicated,חנכה
83,"To flee, put one’s things in safety (Jer. 6:1)",זוע
83,"Mournings, laments",אבלים
83,Unripe fig,פג
83,To be weary,יגע
83,1 (one),אחדע
83,Kick,בעט ב
83,God forbid!,חלילה
84,"(The Hebrew guttural letters – see I.Z.Q. 694 et seq., & cf. 133)",אהחע
84,"A wing (army), squadron; a chosen troop",אגף
84,Was silent,דמם
84,A dream,חלום
84,Enoch,חנוך
84,Knew,ידע
84,Amethyst,אחלמה
84,"The Hebrew guttural letters – see I.Z.Q. 694 et seq., & cf. 133",אהחע
84,To meet,יעד
84,Fly,הטיס
84,Toast,טוסט
84,Made a mistake,טעה
84,Cake,עוגה
84,Encourage,עודד
85,Peh: the mouth,פה
85,"A flower, cup",גביע
85,"Put in motion, routed",המם
85,Circumcision,מילה
85,Booth,סכה
85,To cover,כסה
85,August,אוגוסט
85,Make garment close fitting,אפד
85,Chemistry,כימיה
86,"A name of God, asserting the identity of Kether and Malkuth",אהיה אדני
86,"Elohim (a name of God, meaning “Gods” – masc. pl. of fem. sing.): the Angelic Choir of Netzach",אלהים
86,Hallelu-Yah: Praise the Lord,הללויה
86,A rustling of wings,המולה
86,(See I.R.Q. 778 & no. 41),יה יהוה אדם
86,Cup; vagina,כוס
86,"Blemish, spot, stain",מום
86,Plenitude,מלוי
86,To divide,מבדיל
86,Side,פאה
86,Pillar,עווד
86,Bake,אפה
86,"Loot, plunder",בזזע
87,Frankincense; whiteness: the Sphere of Luna,לבנה
87,Oak; oak-wood,אלון
87,A cup,אסוך
87,Blasphemed,גדף
87,"Standards, military ensigns",דגלים
87,Determined,זמם
87,White storks,חסידה
87,Pure gold (lit. “refined”),פז
